"Player","Team","Position","Rk","Status","Age","Opponent","Salary","Score","GS","W","L-QS","IP","H","BB","K","SVH3","ERA","WHIP","GP"
"Dariel Rivera","NYM","SP,RP","3843","FA","23","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Eduardo Rivera","NYY","RP","3844","FA","28","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Jerryell Rivera","LAA","SP","3845","FA","21","HOU 8<br/>@LAA 5 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Jose Alberto Rivera","LAA","SP","3846","FA","24","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Mariano Rivera","WSH","SP","3847","FA","27","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Michael Rivera","SEA","RP","3848","FA","23","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Wilberto Rivera","STL","SP,RP","3849","FA","21","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Armando Rivero","(N/A)","RP","3850","FA","33","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Tony Rizzotti","SD","SP,RP","3851","FA","28","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Donn Roach","CHW","RP","3852","FA","31","DET 3<br/>@CHW 5 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Jimmy Robbins","TOR","SP,RP","3853","FA","23","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Josh Roberson","MIA","SP,RP","3854","FA","24","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Austin Roberts","PIT","SP,RP","3855","FA","22","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"David Roberts","CLE","SP,RP","3856","FA","34","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Ethan Roberts","CHC","SP,RP","3857","FA","23","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Griffin Roberts","STL","RP","3858","FA","24","CHC 0<br/>@STL 9 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Kyle Roberts","TEX","SP,RP","3859","FA","24","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Max Roberts","SEA","SP,RP","3860","FA","23","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Montreal Robertson","DET","SP","3861","FA","30","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Nate Robertson","DET","SP","3862","FA","43","DET 3<br/>@CHW 5 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Nick Robertson","LAD","SP,RP","3863","FA","22","LAD 9<br/>@SF 0 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Tyler Robertson","MIA","RP","3864","FA","33","MIA 4<br/>@PHI 3 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Austin Robichaux","LAA","SP,RP","3865","FA","28","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Alex Robinson","MIN","SP,RP","3866","FA","26","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Andrew Robinson","HOU","SP,RP","3867","FA","33","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Cam Robinson","MIL","SP,RP","3868","FA","21","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"CJ Robinson","MIA","SP,RP","3869","FA","27","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Duncan Robinson","CHC","SP,RP","3870","FA","27","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Jared Robinson","NYM","SP,RP","3871","FA","26","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Domingo Robles","PIT","SP","3872","FA","22","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Juan Robles","HOU","RP","3873","FA","23","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Mauricio Robles","CHW","RP","3874","FA","31","DET 3<br/>@CHW 5 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Thomas Robson","TOR","SP,RP","3875","FA","27","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Kumar Rocker","(N/A)","SP","3876","FA","21","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Chad Rodgers","ATL","RP","3877","FA","33","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Colin Rodgers","KC","RP","3878","FA","27","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Brody Rodning","TOR","SP,RP","3879","FA","25","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Alex Rodriguez","COL","SP,RP","3880","FA","27","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Aneury Rodriguez","HOU","SP","3881","FA","33","HOU 8<br/>@LAA 5 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Benjamin Rodriguez","CHC","SP","3882","FA","21","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Carlos Rodriguez","ATL","SP,RP","3883","FA","28","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Carlos Alexander Rodriguez","CHC","SP","3884","FA","25","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Chris Rodriguez","LAA","SP","3885","FA","22","HOU 8<br/>@LAA 5 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Daniel Rodriguez","ATL","SP","3886","FA","36","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Elian Rodriguez","HOU","RP","3887","FA","23","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Elvin Rodriguez","LAA","SP","3888","FA","22","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Fernando Rodriguez","SD","RP","3889","FA","36","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Francisco Rodriguez","(N/A)","RP","3890","FA","39","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Gabriel Rodriguez","ATL","OF,RP","3891","FA","21","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Hansel Rodriguez","LAA","SP","3892","FA","23","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Helmis Rodriguez","COL","SP","3893","FA","26","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Henry Rodriguez","ARI","RP","3894","FA","33","SD 0<br/>@ARI 1 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Joely Rodriguez","BAL","RP","3895","FA","29","BAL 4<br/>@BOS 5 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Jorge Rodriguez","KC","SP","3896","FA","24","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Julio Rodriguez","PHI","SP","3897","FA","30","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Leonardo Rodriguez","BAL","SP","3898","FA","23","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Leovanny Rodriguez","HOU","SP","3899","FA","24","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Luis Rodriguez","CHC","SP","3900","FA","21","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Nivaldo Rodriguez","HOU","SP,RP","3901","FA","23","HOU 8<br/>@LAA 5 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Omar Luis Rodriguez","NYY","SP","3902","FA","28","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Osiel Rodriguez","NYY","SP","3903","FA","19","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Paco Rodriguez","SD","RP","3904","FA","29","SD 0<br/>@ARI 1 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Rafael Rodriguez","ARI","RP","3905","FA","36","SD 0<br/>@ARI 1 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Ramon Rodriguez","LAD","SP","3906","FA","22","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Ricardo Rodriguez","TEX","RP","3907","FA","28","NYY 1<br/>@TEX 6 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Victor Rodriguez","ARI","SP","3908","FA","19","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Wandy Rodriguez","(N/A)","SP","3909","FA","42","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Wesley Rodriguez","ARI","SP,RP","3910","FA","24","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Wilking Rodriguez","NYY","SP,RP","3911","FA","30","NYY 1<br/>@TEX 6 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Yelin Rodriguez","BAL","SP,RP","3912","FA","22","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Yerry Rodriguez","TEX","RP","3913","FA","23","NYY 1<br/>@TEX 6 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Joshua Roeder","NYY","SP,RP","3914","FA","28","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Cam Roegner","MIL","SP,RP","3915","FA","27","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Josh Roenicke","LAA","RP","3916","FA","38","HOU 8<br/>@LAA 5 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Keith Rogalla","LAA","SP,RP","3917","FA","25","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Chad Austin Rogers","CIN","SP","3918","FA","31","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Joe Rogers","DET","RP","3919","FA","29","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Mark Rogers","TEX","SP","3920","FA","35","NYY 1<br/>@TEX 6 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Trevor Rogers","MIA","RP","3921","FA","23","MIA 4<br/>@PHI 3 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Cole Rohrbough","ATL","SP","3922","FA","33","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Randol Rojas","TEX","SP","3923","FA","30","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"David Rollins","(N/A)","RP","3924","FA","31","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Drew Rom","BAL","SP,RP","3925","FA","21","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Carlos Romero","WSH","SP","3926","FA","21","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Dioscar Romero","BOS","SP","3927","FA","25","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Enny Romero","LAD","RP","3928","FA","30","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Franderlin Romero","CIN","SP","3929","FA","29","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Jhon Romero","CHC","RP","3930","FA","26","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"JoJo Romero","PHI","SP","3931","FA","24","MIA 4<br/>@PHI 3 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Miguel Romero","OAK","RP","3932","FA","26","OAK 1<br/>@SEA 3 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Orlando Romero","TB","SP","3933","FA","24","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Pierce Romero","ARI","SP,RP","3934","FA","26","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Ricky Romero","(N/A)","SP","3935","FA","36","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Seth Romero","WSH","SP","3936","FA","24","CLE 2<br/>@WSH 8 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Tommy Romero","SEA","SP,RP","3937","FA","23","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Wennington Romero","CIN","SP","3938","FA","23","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Andri Rondon","CHC","SP","3939","FA","25","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Angel Rondon","STL","RP","3940","FA","23","CHC 0<br/>@STL 9 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Bruce Rondon","(N/A)","RP","3941","FA","30","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Jorge Rondon","(N/A)","RP","3942","FA","33","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Manuel Rondon","CHC","SP","3943","FA","25","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Brad Roney","ARI","3B,SP,RP","3944","FA","28","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"John Rooney","LAD","SP","3945","FA","24","LAD 9<br/>@SF 0 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Jeffrey Rosa","WSH","SP","3946","FA","25","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Adrian Rosario","BAL","RP","3947","FA","31","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Jerming Rosario","LAD","SP","3948","FA","18","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Jose Rosario","CHC","SP","3949","FA","30","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Sandy Rosario","SF","RP","3950","FA","35","LAD 9<br/>@SF 0 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Yordi Rosario","LAA","SP","3951","FA","22","HOU 8<br/>@LAA 5 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Jayson Rose","MIL","SP,RP","3952","FA","24","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Daniel Rosenbaum","WSH","SP","3953","FA","33","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"B.J. Rosenberg","LAD","RP","3954","FA","35","LAD 9<br/>@SF 0 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Kenny Rosenberg","TB","SP,RP","3955","FA","25","TB 3<br/>@TOR 8 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Simon Rosenblum-Larson","TB","SP,RP","3956","FA","24","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Seth Rosin","SF","RP","3957","FA","32","LAD 9<br/>@SF 0 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Robbie Ross Jr.","CIN","RP","3958","FA","31","CIN 3<br/>@PIT 1 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Austin Ross","MIL","SP","3959","FA","32","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Greg Ross","ATL","SP,RP","3960","FA","31","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Bubby Rossman","LAD","SP,RP","3961","FA","28","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Ramon Rosso","PHI","SP","3962","FA","24","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Billy Roth","PIT","SP,RP","3963","FA","25","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Houston Roth","BAL","RP","3964","FA","22","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Michael Roth","TEX","RP","3965","FA","31","NYY 1<br/>@TEX 6 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Ben Rowen","ATL","RP","3966","FA","32","ATL 6<br/>@NYM 7 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Matt Rowland","ATL","SP,RP","3967","FA","23","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Robby Rowland","ARI","SP","3968","FA","29","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Ryan Rowland-Smith","CIN","RP","3969","FA","38","CIN 3<br/>@PIT 1 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Chris Rowley","SD","SP,RP","3970","FA","30","SD 0<br/>@ARI 1 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Alex Roy","SEA","RP","3971","FA","25","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Alex Royalty","CLE","SP,RP","3972","FA","23","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Drew Rucinski","MIA","RP","3973","FA","32","MIA 4<br/>@PHI 3 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Michael Rucker","CHC","SP","3974","FA","26","CHC 0<br/>@STL 9 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Mike Ruff","COL","SP,RP","3975","FA","22","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Chance Ruffin","SEA","RP","3976","FA","32","OAK 1<br/>@SEA 3 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Jean Ruiz","OAK","SP","3977","FA","24","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Norge Ruiz","OAK","SP","3978","FA","26","OAK 1<br/>@SEA 3 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Peter Ruiz","BOS","SP","3979","FA","33","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Sam Runion","KC","SP","3980","FA","32","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Pat Ruotolo","SF","RP","3981","FA","26","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Matthew Ruppenthal","HOU","SP,RP","3982","FA","25","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Addison Russ","PHI","SP,RP","3983","FA","26","MIA 4<br/>@PHI 3 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Ashe Russell","KC","SP","3984","FA","24","MIN 4<br/>@KC 5 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"James Russell","(N/A)","RP","3985","FA","35","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"John Russell","SF","SP,RP","3986","FA","25","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Carter Rustad","MIL","SP,RP","3987","FA","19","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Evan Rutckyj","NYY","SP,RP","3988","FA","29","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Eric Ruth","NYY","SP","3989","FA","30","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Jackson Rutledge","WSH","SP,RP","3990","FA","21","CLE 2<br/>@WSH 8 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Lex Rutledge","BAL","SP","3991","FA","29","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Jared Ruxer","LAA","SP,RP","3992","FA","28","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Connor Ryan","CIN","SP,RP","3993","FA","26","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Ryder Ryan","TEX","RP","3994","FA","25","NYY 1<br/>@TEX 6 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Zachary Ryan","LAA","SP,RP","3995","FA","26","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Jae Kuk Ryu","SD","RP","3996","FA","37","SD 0<br/>@ARI 1 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Marc Rzepczynski","ARI","RP","3997","FA","35","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Andrew Saalfrank","ARI","SP,RP","3998","FA","23","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Erik Sabrowski","SD","SP,RP","3999","FA","23","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Chris Sadberry","MIA","SP,RP","4000","FA","29","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Billy Sadler","HOU","RP","4001","FA","39","HOU 8<br/>@LAA 5 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Javi Salas","MIL","SP,RP","4002","FA","28","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Marino Salas","PIT","RP","4003","FA","39","CIN 3<br/>@PIT 1 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Carlos Salazar","ATL","SP,RP","4004","FA","26","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Paul Salazar","STL","SP,RP","4005","FA","23","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Adrian Salcedo","MIN","SP","4006","FA","29","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Ricky Salinas","CIN","SP,RP","4007","FA","24","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Logan Salow","OAK","SP,RP","4008","FA","26","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Austin Salter","CIN","RP","4009","FA","29","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"J.T. Salter","SEA","SP,RP","4010","FA","24","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Jose Salvador","LAA","SP","4011","FA","21","HOU 8<br/>@LAA 5 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Jose Samayoa","TEX","SP,RP","4012","FA","30","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Bryan Sammons","MIN","SP,RP","4013","FA","25","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Caleb Sampen","TB","SP,RP","4014","FA","24","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Tyler Sample","TEX","SP","4015","FA","31","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Keyvius Sampson","SF","RP","4016","FA","30","LAD 9<br/>@SF 0 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Francisco Samuel","STL","RP","4017","FA","34","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Andy Samuelson","ATL","SP,RP","4018","FA","21","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Alex Sanabia","(N/A)","SP","4019","FA","32","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Carlos Sanabria","KC","RP","4020","FA","24","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Chandler Sanburn","TEX","SP,RP","4021","FA","25","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Nolan Sanburn","OAK","SP,RP","4022","FA","29","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Angel Sanchez","(N/A)","SP,RP","4023","FA","31","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Cristopher Sanchez","PHI","SP,RP","4024","FA","24","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Eduardo Sanchez","DET","RP","4025","FA","32","DET 3<br/>@CHW 5 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Filyer Sanchez","ATL","RP","4026","FA","24","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Francisco Sanchez","TB","SP","4027","FA","23","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Jake Sanchez","OAK","SP","4028","FA","31","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Jesus Sanchez","MIL","SP","4029","FA","33","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Jonathan Sanchez","(N/A)","SP","4030","FA","38","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Juan Sanchez","SF","SP","4031","FA","20","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Miguel Sanchez","MIL","RP","4032","FA","27","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Ricardo Sanchez","SEA","SP","4033","FA","23","OAK 1<br/>@SEA 3 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Cam Sanders","CHC","SP,RP","4034","FA","24","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Phoenix Sanders","TB","SP,RP","4035","FA","25","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Jonathan Sandfort","PIT","SP,RP","4036","FA","26","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Nick Sandlin","CLE","SP,RP","4037","FA","24","CLE 2<br/>@WSH 8 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Eric Sandness","KC","SP,RP","4038","FA","26","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Jayvien Sandridge","BAL","RP","4039","FA","22","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Carson Sands","CHC","SP,RP","4040","FA","25","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Cole Sands","MIN","SP,RP","4041","FA","23","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Shawn Sanford","SF","SP,RP","4042","FA","32","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Reiver Sanmartin","TEX","SP","4043","FA","24","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Sati Santa Cruz","PHI","RP","4044","FA","24","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Christian Santana","MIL","SP,RP","4045","FA","21","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Edgar Santana","PIT","RP","4046","FA","29","CIN 3<br/>@PIT 1 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Johan Santana","TOR","SP","4047","FA","41","TB 3<br/>@TOR 8 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Yeison Santana","ARI","RP","4048","FA","24","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Andres Santiago","LAD","SP","4049","FA","31","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Jose Santiago","NYM","SP,RP","4050","FA","36","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Antonio Santos","COL","SP","4051","FA","24","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Gregory Santos","SF","SP","4052","FA","21","LAD 9<br/>@SF 0 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Jose Santos","LAD","RP","4053","FA","28","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Juan Santos","HOU","SP","4054","FA","25","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Junior Santos","NYM","SP","4055","FA","19","ATL 6<br/>@NYM 7 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Luis Santos","TB","RP","4056","FA","30","TB 3<br/>@TOR 8 F","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Michael Santos","TB","SP","4057","FA","25","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
"Victor Santos","PHI","SP","4058","FA","20","","4.0","0","0","0","0.0","0","0","0","0","0.0","0","0","0"
